,DATEPRD,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
1228,2015-10-21,7078,24.0,209.66757875,178.80017979166664,30.86739895833333,77.05587770833333,4.758410625,1129.59,169400.05,1482.67
1229,2015-10-22,7078,24.0,209.87433354166663,179.10717270833337,30.76716083333333,76.56659833333333,4.684846875,1129.0,168913.06,1409.85
1230,2015-10-23,7078,24.0,209.9408075,179.21982770833333,30.72097979166667,77.51357583333333,4.72493625,1115.41,167864.4,1449.65
1231,2015-10-24,7078,24.0,210.4076564583333,179.51077645833337,30.89688,77.24665833333333,4.632705208333333,1102.06,166952.38,1554.54
1232,2015-10-25,7078,24.0,210.27829619999997,179.4601908,30.8181054,77.6563796,4.6430214,1164.72,174086.01,1562.12
1233,2015-10-26,7078,1.52514,224.88827325891396,186.29697523283107,38.591298026082846,74.85518392934421,12.889090258664778,10.71,1756.77,16.28
1234,2015-10-29,7078,9.0,286.13879,193.25175,92.88704,26.78905,65.34578,268.69,41398.2,413.96
1235,2015-10-30,7078,17.2,240.01076,202.9345,37.07626,66.71781,9.13326,811.29,127118.9,1214.22
1236,2015-11-03,7078,23.3082,278.4336525738152,201.1469592847796,77.28669328903563,57.30670312585271,50.15593700219237,863.3,133837.05,757.44
1237,2015-11-04,7078,24.0,243.87132250000002,194.09649854166668,49.77482395833334,79.68416229166667,21.464452916666666,1481.57,224672.84,1893.07
1238,2015-11-05,7078,24.0,232.023336875,190.50871854166667,41.51461833333333,79.199836875,12.750560833333333,1535.69,230418.96,1987.43
1239,2015-11-06,7078,24.0,225.472556875,188.279036875,37.19352,80.15354416666666,9.033223958333334,1428.62,218409.61,2029.81
1240,2015-11-07,7078,24.0,222.3075939583333,188.8641052083333,33.44348875,80.77700270833333,6.55509875,1413.79,217288.88,2033.61
1241,2015-11-08,7078,24.0,220.92191645833333,188.914545,32.00737145833333,79.697669375,5.130262291666667,1398.35,215024.68,2094.94
1242,2015-11-09,7078,24.0,220.6838908333333,189.0962345833333,31.58765625,78.59218145833333,4.67882,1304.41,200372.36,2098.16
1243,2015-11-10,7078,24.0,220.45269833333333,188.9880820833333,31.46461625,80.74698125,4.69553875,1292.4,199652.04,2121.49
1244,2015-11-11,7078,24.0,219.390865625,188.45778354166663,30.93308208333333,80.25162666666667,4.893371458333333,1360.35,206518.86,2182.74
1245,2015-11-12,7078,24.0,220.36301708333332,188.84213666666668,31.52088041666667,79.29677083333333,4.783055416666667,1295.84,197640.37,2213.91
